01/01/2014,01/02/2014,01/07/2014,1/13/2014,1/25/2014,FLAG
269.1010101010101,291.318553092182,339.78739184178,121.52552204176335,36.94453596924767,1
372.01907968574636,32.508751458576434,598.8726823238567,70.59744779582367,151.16749038989568,1
114.19640852974186,127.65460910151691,178.1804697156984,117.02436194895593,138.8226249313564,1
-0.37149270482603813,137.73628938156358,143.79233621755256,138.18445475638052,122.76551345414609,0
161.88439955106622,156.91948658109683,160.1273176761434,119.77378190255222,130.3272926963207,1
1.732884399551066,100.84014002333723,100.22002472187886,107.40139211136892,0.08017572762218556,1
64.93490460157128,67.56709451575263,84.52533992583436,81.7645011600928,74.2613948380011,0
-0.37149270482603813,-0.396732788798133,-0.3856613102595797,82.11716937354988,-0.3975837451949478,1
75.35465768799104,83.71878646441074,71.32632880098888,77.73781902552204,55.920922570016465,1
82.23232323232324,78.4830805134189,206.78368355995056,88.69489559164734,36.0658978583196,1
14.662177328843994,50.48424737456243,71.49938195302842,67.88283062645012,42.913783635365185,1
64.24130190796859,57.012835472578764,57.055624227441285,60.817865429234345,60.88742449203734,0
57.96745230078563,128.47141190198366,217.61186650185414,69.41415313225058,66.48874244920373,1
34.64534231200898,58.41306884480747,63.39678615574784,58.76450116009281,31.233388248215263,1
2.984287317620651,6.112018669778297,26.22496909765142,58.002320185614856,1.1949478308621635,1
47.51178451178451,50.277712952158694,47.06304079110013,49.259860788863115,-0.3975837451949478,0
48.517396184062854,53.76896149358226,35.881334981458586,45.67865429234339,42.30422844590884,0
0.6397306397306396,0.5694282380396731,0.39307787391841775,10755.272621809745,5.758374519494783,1
24.20763187429854,23.407234539089846,25.943139678615573,41.363109048723906,29.256452498627127,1
37.6307519640853,35.565927654609105,39.45364647713227,37.3723897911833,88.18012081274024,0
9.113355780022447,38.317386231038505,36.248454882571075,28.001160092807428,22.170236133992308,1
63.04040404040405,38.8098016336056,101.09765142150803,3.080046403712297,3.336628226249313,1
35.18406285072952,37.502917152858814,37.68603213844252,34.77378190255221,36.85667215815486,0
32.821548821548824,33.24270711785298,31.3955500618047,34.932714617169374,30.119714442613947,1
19.112233445566776,11.470245040840139,20.61557478368356,36.73433874709978,0.6348160351455244,1
15.762065095398428,17.919486581096848,18.223733003708283,41.53712296983759,17.643053267435473,0
30.088664421997752,29.918319719953328,33.01359703337454,32.08236658932715,29.49807797913234,0
24.039281705948373,26.59276546091015,24.496909765142153,27.302784222737824,25.665019220208677,1
33.61503928170595,27.31038506417736,27.566131025957972,25.79002320185615,6.068094453596925,1
-0.3265993265993266,26.336056009334886,30.158220024721878,28.149651972157777,-0.35365183964854474,1
42.195286195286194,29.512252042007,-0.3856613102595797,-0.400232018561485,28.088962108731465,0
23.646464646464647,22.123687281213535,23.96538936959209,25.237819025522047,9.926414058209774,1
-0.37149270482603813,27.82847141190198,29.221260815822003,24.770301624129935,21.34321801208127,0
28.555555555555557,34.55659276546091,30.714462299134734,30.227378190255223,-0.3975837451949478,1
143.09652076318744,101.47024504084014,46.079110012360935,25.980278422273788,5.4343767160900605,1
-0.32996632996632996,17.19369894982497,26.867737948084052,22.568445475638054,7.0291048874244915,1
41.52861952861953,35.99649941656943,30.011124845488258,26.718097447795827,36.39099395936298,1
2.1200897867564534,4.959159859976663,16.11619283065513,23.056844547563806,0.0,1
26.52861952861953,21.624270711785297,33.987639060568604,21.74361948955917,4.514003294892916,1
26.475869809203143,28.148191365227536,28.94932014833127,17.757540603248263,23.03130148270181,0
18.378226711560046,17.31855309218203,22.071693448702103,21.432714617169374,9.936298736957715,0
29.0662177328844,17.436406067677947,19.196538936959207,18.94895591647332,26.19989017023613,0
